樹種,区分,樹高(m),枝張(m),幹周(cm）,行政区,種別,整理番号,路線名,通称道路名,経度,緯度
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.755304,35.6306
ヤマモモ,高木,4,2,42,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750306,35.631875
イチョウ,高木,15,7,200,港区,特例都道,418,北品川四谷線,外苑西通り,139.722757,35.638903
アオギリ,高木,5,2,66,港区,特例都道,480,品川埠頭線,,139.751962,35.631464
アオギリ,高木,6,2,32,港区,特例都道,480,品川埠頭線,,139.756031,35.63043
イチョウ,高木,13,5,108,港区,特例都道,418,北品川四谷線,外苑西通り,139.722997,35.63886
アメリカザイフリボク,中木,2,,,港区,特例都道,418,北品川四谷線,外苑西通り,139.722739,35.638932
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.755252,35.630646
アオギリ,高木,5,2,77,港区,特例都道,480,品川埠頭線,,139.752073,35.631458
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.75603,35.630452
アオギリ,高木,7.5,4,86,港区,特例都道,480,品川埠頭線,,139.755242,35.630654
ソヨゴ,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.75031,35.631918
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.755221,35.630669
イチョウ,高木,11,3,64,港区,特例都道,418,北品川四谷線,外苑西通り,139.722717,35.63897
ヤマモモ,高木,4,2,45,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750312,35.631934
ハナミズキ,高木,5.5,3,26,港区,主要地方道,312,白金台町等々力線,目黒通り,139.726274,35.638066
アオギリ,高木,5.5,1,36,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745293,35.633218
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.755185,35.630697
ハナミズキ,高木,3,1,11,港区,主要地方道,312,白金台町等々力線,目黒通り,139.726521,35.638012
イチョウ,高木,13,4,130,港区,特例都道,418,北品川四谷線,外苑西通り,139.722958,35.638925
アオギリ,高木,6.5,5.5,81,港区,特例都道,480,品川埠頭線,,139.755158,35.630716
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.755146,35.630725
アオギリ,高木,4.5,1,31,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745309,35.633241
アメリカザイフリボク,中木,2,,,港区,特例都道,418,北品川四谷線,外苑西通り,139.722694,35.639013
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.75511,35.630748
マサキ,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750314,35.631973
ハナミズキ,高木,6,3,31,港区,主要地方道,312,白金台町等々力線,目黒通り,139.726355,35.638089
アオギリ,高木,8,4,85,港区,特例都道,480,品川埠頭線,,139.755077,35.630768
イチョウ,高木,15,6,220,港区,特例都道,418,北品川四谷線,外苑西通り,139.722683,35.639029
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.755057,35.630783
アオギリ,高木,6.5,4.5,87,港区,特例都道,480,品川埠頭線,,139.754804,35.630851
イチョウ,高木,15,7,280,港区,特例都道,418,北品川四谷線,外苑西通り,139.722924,35.638984
アオギリ,高木,6,1.5,83,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745312,35.633284
ソヨゴ,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750318,35.632008
アオギリ,高木,7,4,85,港区,特例都道,480,品川埠頭線,,139.754986,35.63082
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.754962,35.630831
アメリカザイフリボク,中木,2,,,港区,特例都道,418,北品川四谷線,外苑西通り,139.722658,35.639071
ソヨゴ,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750319,35.632018
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.754917,35.630852
アオギリ,高木,8,4.5,86,港区,特例都道,480,品川埠頭線,,139.754896,35.630862
ソヨゴ,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750321,35.63203
マサキ,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750322,35.63204
イチョウ,高木,15,4,230,港区,特例都道,418,北品川四谷線,外苑西通り,139.72264,35.639103
ハナミズキ,高木,4,1,14,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745541,35.633268
ヤマモモ,高木,4,2,58,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750323,35.632055
スズカケノキ,高木,10,5,96,港区,特例都道,480,品川埠頭線,,139.754409,35.631025
アオギリ,高木,6.5,2,80,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745334,35.633349
アメリカザイフリボク,中木,2,,,港区,特例都道,418,北品川四谷線,外苑西通り,139.72262,35.639143
イチョウ,高木,15,5,103,港区,特例都道,418,北品川四谷線,外苑西通り,139.722608,35.639162
シュロ,高木,5,2,47,港区,特例都道,418,北品川四谷線,外苑西通り,139.722605,35.63917
イチョウ,高木,12,4,100,港区,特例都道,418,北品川四谷線,外苑西通り,139.722853,35.639107
ムクゲ,中木,2.5,,,港区,特例都道,480,品川埠頭線,,139.754645,35.631007
ムクゲ,中木,2.5,,,港区,特例都道,480,品川埠頭線,,139.754747,35.630981
ムクゲ,中木,2.5,,,港区,特例都道,480,品川埠頭線,,139.754712,35.63099
ムクゲ,中木,2.5,,,港区,特例都道,480,品川埠頭線,,139.754781,35.630973
ムクゲ,中木,2.5,,,港区,特例都道,480,品川埠頭線,,139.754617,35.631015
ムクゲ,中木,2.5,,,港区,特例都道,480,品川埠頭線,,139.754677,35.631
ハナミズキ,高木,4,1,16,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745562,35.633335
アメリカザイフリボク,中木,2,,,港区,特例都道,418,北品川四谷線,外苑西通り,139.722588,35.639199
マサキ,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750329,35.632136
イチョウ,高木,15,6,200,港区,特例都道,418,北品川四谷線,外苑西通り,139.722829,35.639154
アオギリ,高木,6,2,85,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745353,35.633414
ソヨゴ,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.75033,35.63215
ヤマモモ,高木,3,2,48,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750335,35.632192
イチョウ,高木,15,6,280,港区,特例都道,418,北品川四谷線,外苑西通り,139.722795,35.639222
アオギリ,高木,7.5,4,84,港区,特例都道,480,品川埠頭線,,139.755645,35.630847
ハナミズキ,高木,4,1.5,18,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745588,35.633414
ムクノキ,高木,6,6,63,港区,特例都道,418,北品川四谷線,外苑西通り,139.722795,35.63923
アオギリ,高木,6,1.5,87,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745375,35.63348
アオギリ,高木,7,4.5,76,港区,特例都道,480,品川埠頭線,,139.755398,35.630964
アオギリ,高木,6.5,4,79,港区,特例都道,480,品川埠頭線,,139.755856,35.630853
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.755369,35.630982
アオギリ,高木,6,2,29,港区,特例都道,480,品川埠頭線,,139.755923,35.630853
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.75533,35.631008
ハナミズキ,高木,5.5,2,29,港区,主要地方道,312,白金台町等々力線,目黒通り,139.726986,35.638236
アオギリ,高木,5.5,1.5,91,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745394,35.633546
ハナミズキ,高木,4,1,11,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745612,35.633491
アオギリ,高木,6.5,4.5,78,港区,特例都道,480,品川埠頭線,,139.755314,35.631018
ヤマモモ,高木,3,2,36,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.75034,35.632287
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.75529,35.631032
アオギリ,高木,7.5,3.5,82,港区,特例都道,480,品川埠頭線,,139.756016,35.630856
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.755254,35.631054
ハナミズキ,高木,6,4,35,港区,主要地方道,312,白金台町等々力線,目黒通り,139.726829,35.638307
アオギリ,高木,6.5,4.5,78,港区,特例都道,480,品川埠頭線,,139.755221,35.63107
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.755194,35.631083
イチョウ,高木,12,5,78,港区,特例都道,418,北品川四谷線,外苑西通り,139.722513,35.639427
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.755151,35.631105
ハナミズキ,高木,4.5,1.5,17,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745627,35.633541
アオギリ,高木,7.5,4.5,85,港区,特例都道,480,品川埠頭線,,139.755115,35.631122
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.755094,35.631131
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.755071,35.631142
アメリカザイフリボク,中木,2,,,港区,特例都道,418,北品川四谷線,外苑西通り,139.722508,35.63945
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.772959,35.626586
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.754495,35.631294
ヤマモモ,高木,4.5,2.5,39,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750346,35.632352
ハナミズキ,高木,7,4,37,港区,主要地方道,312,白金台町等々力線,目黒通り,139.726892,35.638335
アオギリ,高木,6,2,86,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745416,35.633611
アオギリ,高木,5,2,27,港区,特例都道,480,品川埠頭線,,139.755008,35.631168
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.754546,35.631287
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.75498,35.631179
アオギリ,高木,7,4.5,65,港区,特例都道,480,品川埠頭線,,139.75497,35.631182
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.754941,35.631193
イチョウ,高木,15,5,94,港区,特例都道,418,北品川四谷線,外苑西通り,139.722503,35.639466
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.754631,35.631273
アオギリ,高木,7,3.5,68,港区,特例都道,480,品川埠頭線,,139.754908,35.631204
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.754678,35.631264
アオギリ,高木,7,3.5,62,港区,特例都道,480,品川埠頭線,,139.754862,35.631218
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.754836,35.631225
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.75474,35.63125
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.754693,35.631262
アオギリ,高木,7,3,66,港区,特例都道,480,品川埠頭線,,139.754811,35.631232
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.754786,35.631239
マサキ,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750348,35.632375
シラカシ,高木,7.5,4,66,港区,特例都道,482,台場青梅線,,139.772986,35.626604
イチョウ,高木,5.5,3,32,港区,特例都道,480,品川埠頭線,,139.754404,35.631346
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.773002,35.626611
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.773007,35.626611
ソヨゴ,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.75035,35.632391
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.773019,35.626622
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.773027,35.62662
アメリカザイフリボク,中木,2,,,港区,特例都道,418,北品川四谷線,外苑西通り,139.722489,35.639508
マサキ,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750351,35.632407
ハナミズキ,高木,4.5,1.5,18,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.74565,35.633611
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.773039,35.626631
イチョウ,高木,15,8,200,港区,特例都道,418,北品川四谷線,外苑西通り,139.722699,35.639473
アオギリ,高木,5,1.5,77,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745436,35.633676
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.773057,35.62664
ソヨゴ,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750353,35.63243
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.773073,35.626643
アメリカザイフリボク,中木,2,,,港区,特例都道,418,北品川四谷線,外苑西通り,139.722482,35.639544
カンツバキ,中木,1.5,,,港区,特例都道,482,台場青梅線,,139.77289,35.626699
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.773075,35.626653
マサキ,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750355,35.632449
カンツバキ,中木,1.5,,,港区,特例都道,482,台場青梅線,,139.772908,35.626709
シラカシ,高木,7,4,69,港区,特例都道,482,台場青梅線,,139.773097,35.626663
ソヨゴ,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750356,35.632466
カンツバキ,中木,1.5,,,港区,特例都道,482,台場青梅線,,139.772928,35.626719
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.773117,35.626673
ソヨゴ,中木,1,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750699,35.632391
イチョウ,高木,15,7,300,港区,特例都道,418,北品川四谷線,外苑西通り,139.722473,35.639592
カンツバキ,中木,1.5,,,港区,特例都道,482,台場青梅線,,139.772937,35.626725
ハナミズキ,高木,4,1,16,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745671,35.633679
アオギリ,高木,6.5,2.5,40,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745457,35.633742
カンツバキ,中木,1.5,,,港区,特例都道,482,台場青梅線,,139.77295,35.626733
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.773161,35.626696
アメリカザイフリボク,中木,2,,,港区,特例都道,418,北品川四谷線,外苑西通り,139.722466,35.639623
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.772779,35.626796
カンツバキ,中木,1.5,,,港区,特例都道,482,台場青梅線,,139.772977,35.626746
カンツバキ,中木,1.5,,,港区,特例都道,482,台場青梅線,,139.772986,35.62675
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.77279,35.626802
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.773179,35.626708
クスノキ,高木,8,7,104,港区,特例都道,482,台場青梅線,,139.772815,35.626803
カンツバキ,中木,1.5,,,港区,特例都道,482,台場青梅線,,139.772996,35.626758
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.772803,35.626809
カンツバキ,中木,1.5,,,港区,特例都道,482,台場青梅線,,139.773019,35.626768
イチョウ,高木,15,7,250,港区,特例都道,418,北品川四谷線,外苑西通り,139.72246,35.63966
カンツバキ,中木,2,,,港区,特例都道,482,台場青梅線,,139.772823,35.626819
シラカシ,高木,6,3,57,港区,特例都道,482,台場青梅線,,139.773205,35.626724
カンツバキ,中木,1.5,,,港区,特例都道,482,台場青梅線,,139.773029,35.626774
トキワマンサク,中木,2,,,港区,特例都道,482,台場青梅線,,139.772843,35.626826
